,age,education-num,hours-per-week,income,Count
5072,20,8,35,<=50K,4
5073,20,8,35,<=50K.,1
5074,20,8,35,>50K.,1
5075,21,7,35-38,<=50K,3
5076,22,7-8,35-38,<=50K,6
5077,22,7-8,35-38,<=50K.,1
5078,25,7-8,30-32,<=50K,2
5079,25,7-8,30-32,<=50K.,1
5080,26-27,7,30-32,<=50K,2
5081,26-27,7,30-32,<=50K.,1
5082,24,7,35,<=50K,3
5083,24,7,35,<=50K.,1
5084,24,7-8,36-39,<=50K,2
5085,24,7-8,36-39,<=50K.,2
5086,30,7,30-32,<=50K,2
5087,30,7,30-32,<=50K.,2
5088,31-32,7-8,30-32,<=50K,2
5089,31-32,7-8,30-32,<=50K.,3
5090,30,7,35-38,<=50K,1
5091,30,7,35-38,<=50K.,3
5092,31-32,7,33-38,<=50K.,5
5093,33,7-8,35-38,<=50K,2
5094,33,7-8,35-38,<=50K.,2
5095,34-36,7-8,35-37,<=50K,4
5096,34-36,7-8,35-37,<=50K.,1
5097,35,10,20,<=50K,1
5098,35,10,20,<=50K.,1
5099,35,10,20,>50K,1
5100,36,10,20,<=50K,2
5101,36,10,20,>50K,2
5102,35-36,13-15,15,<=50K,1
5103,35-36,13-15,15,>50K.,2
5104,35-36,13,16-17,<=50K,2
5105,35-36,13,16-17,>50K,1
5106,35-36,13,30,<=50K,1
5107,35-36,13,30,<=50K.,1
5108,35-36,13,30,>50K,2
5109,36,14-16,30,<=50K,2
5110,36,14-16,30,>50K,2
5111,35,13-14,32,<=50K,3
5112,35,13-14,32,>50K,1
5113,36,13,32,<=50K,2
5114,36,13,32,>50K,1
5115,36,13,32,>50K.,1
5116,35,13,35,<=50K.,1
5117,35,13,35,>50K,2
5118,35,13,35,>50K.,1
5119,35,14-15,35,<=50K,1
5120,35,14-15,35,<=50K.,1
5121,35,14-15,35,>50K,1
5122,35,14-15,35,>50K.,1
5123,35,13,36-37,<=50K,1
5124,35,13,36-37,<=50K.,2
5125,35,13,36-37,>50K.,1
5126,35,13-14,38,<=50K,2
5127,35,13-14,38,<=50K.,2
5128,35,13-14,38,>50K.,1
5129,75-76,4,40-50,<=50K,1
5130,75-76,4,40-50,<=50K.,2
5131,77,4,40,<=50K.,3
5132,82,4,40-50,<=50K,1
5133,82,4,40-50,<=50K.,2
5134,90,2-4,40,<=50K,3
5135,67,7-8,40,<=50K,3
5136,67,7-8,40,<=50K.,1
5137,74-76,6-7,40,<=50K,1
5138,74-76,6-7,40,<=50K.,3
5139,75,6-7,50-70,<=50K,2
5140,75,6-7,50-70,<=50K.,1
5141,75,6-7,50-70,>50K.,1
5142,79-83,6-8,45-50,<=50K.,1
5143,79-83,6-8,45-50,>50K,2
5144,88-90,6-7,40,<=50K,3
5145,88-90,6-7,40,>50K.,1
5146,80-81,9,40,<=50K,1
5147,80-81,9,40,<=50K.,2
5148,82-85,9,40-55,<=50K,3
5149,82-85,9,40-55,<=50K.,1
5150,42,14,38,<=50K,1
5151,42,14,38,>50K,1
5152,42,14,38,>50K.,1
5153,42,15,38-39,<=50K.,1
5154,42,15,38-39,>50K,2
5155,54,13,35,<=50K.,1
5156,54,13,35,>50K,2
5157,55,13,35,<=50K,2
5158,55,13,35,<=50K.,1
5159,59,14-15,35,<=50K,1
5160,59,14-15,35,<=50K.,1
5161,59,14-15,35,>50K,1
5162,59,14-15,35,>50K.,1
5163,60-61,14-15,35-38,<=50K.,2
5164,60-61,14-15,35-38,>50K,2
5165,66-67,13,15-17,<=50K,1
5166,66-67,13,15-17,>50K,1
5167,66-67,13,15-17,>50K.,2
5168,68-69,13-15,15-18,<=50K,3
5169,68-69,13-15,15-18,<=50K.,1
5170,47,15-16,60,<=50K.,1
5171,47,15-16,60,>50K,6
5172,47,15-16,60,>50K.,1
5173,49,14,60,<=50K,2
5174,49,14,60,<=50K.,2
5175,49,14-15,75-85,<=50K,2
5176,49,14-15,75-85,>50K,3
5177,49,14-15,75-85,>50K.,2
5178,53,15,50,<=50K,1
5179,53,15,50,>50K,1
5180,53,15,50,>50K.,1
5181,53,16,50,<=50K,1
5182,53,16,50,>50K,5
5183,53,16,50,>50K.,2
5184,54,15,50,>50K,2
5185,54,15,50,>50K.,1
5186,54,16,50,>50K,5
5187,55-56,15,55,<=50K.,1
5188,55-56,15,55,>50K,1
5189,55-56,15,55,>50K.,2
5190,55-56,16,55-56,<=50K.,1
5191,55-56,16,55-56,>50K,1
5192,55-56,16,55-56,>50K.,2
5193,54,13,60,<=50K,1
5194,54,13,60,<=50K.,1
5195,54,13,60,>50K,2
5196,54,13,60,>50K.,2
5197,54,13,65-80,<=50K,1
5198,54,13,65-80,<=50K.,2
5199,54,13,65-80,>50K,1
5200,54,13,65-80,>50K.,2
5201,56,14-16,60-80,<=50K,3
5202,56,14-16,60-80,<=50K.,2
5203,56,14-16,60-80,>50K,3
5204,56,14-16,60-80,>50K.,5
5205,59,13,45-48,<=50K.,2
5206,59,13,45-48,>50K,2
5207,59,14-16,45,>50K,4
5208,59,14-16,45,>50K.,1
5209,58-60,13,60,<=50K,4
5210,58-60,13,60,<=50K.,1
5211,58-60,13,60,>50K,5
5212,58-60,13,62-99,<=50K,5
5213,58-60,13,62-99,>50K,1
5214,58-60,13,62-99,>50K.,4
5215,57-58,15-16,60-99,<=50K,2
5216,57-58,15-16,60-99,>50K,3
5217,57-58,15-16,60-99,>50K.,4
5218,76-78,10,40,<=50K,5
5219,76-78,10,40,<=50K.,1
5220,67-69,14-15,42-48,<=50K.,1
5221,67-69,14-15,42-48,>50K,3
5222,67-69,14-15,42-48,>50K.,1
5223,67-69,16,50,<=50K,1
5224,67-69,16,50,>50K,4
5225,67-68,14-16,55,>50K,3
5226,71-75,13-15,45-48,<=50K,1
5227,71-75,13-15,45-48,>50K,2
5228,71-75,13-15,45-48,>50K.,1
5229,76-77,13,40-50,<=50K,1
5230,76-77,13,40-50,>50K,2
5231,76-77,13,40-50,>50K.,1
5232,78-80,13,40-45,<=50K,1
5233,78-80,13,40-45,<=50K.,2
5234,78-80,13,40-45,>50K,2
5235,78-80,13,40-45,>50K.,1
5236,85-90,13,40-45,<=50K,2
5237,85-90,13,40-45,<=50K.,1
5238,85-90,13,40-45,>50K,1
5239,85-90,13,40-45,>50K.,1
5240,81-90,13,50-55,<=50K,2
5241,81-90,13,50-55,<=50K.,1
5242,81-90,13,50-55,>50K,2
5243,76-77,14-16,40-45,<=50K,2
5244,76-77,14-16,40-45,<=50K.,1
5245,76-77,14-16,40-45,>50K,2
5246,68-69,7,40-45,<=50K,2
5247,68-69,7,40-45,<=50K.,1
5248,68-69,7-8,48-70,<=50K,2
5249,68-69,7-8,48-70,>50K,1
5250,48,15,60-70,<=50K,1
5251,48,15,60-70,>50K,2
5252,48,15,60-70,>50K.,1
5253,48,16,60-65,>50K,3
5254,48,16,60-65,>50K.,2
5255,49,15,60,>50K,3
5256,49,15,60,>50K.,1
5257,49,16,60,<=50K,2
5258,49,16,60,>50K,2
5259,49,16,60,>50K.,1
5260,49,14,65-70,<=50K,1
5261,49,14,65-70,>50K,2
5262,49,15-16,63-70,>50K,2
5263,49,15-16,63-70,>50K.,1
5264,55,14,60-62,<=50K,1
5265,55,14,60-62,<=50K.,1
5266,55,14,60-62,>50K,3
5267,55,14,60-62,>50K.,1
5268,55,15-16,60-80,<=50K,1
5269,55,15-16,60-80,<=50K.,1
5270,55,15-16,60-80,>50K,4
5271,59,15-16,60-84,>50K,1
5272,59,15-16,60-84,>50K.,3
5273,60,15-16,60-80,>50K,4
5274,60,15-16,60-80,>50K.,1
5275,73,10,40,<=50K,1
5276,73,10,40,<=50K.,2
5277,73,10-11,50-75,<=50K.,1
5278,73,10-11,50-75,>50K,2
5279,74,10-11,40,<=50K,1
5280,74,10-11,40,<=50K.,1
5281,74,10-11,40,>50K.,1
5282,75,10-11,40-50,<=50K,1
5283,75,10-11,40-50,<=50K.,1
5284,75,10-11,40-50,>50K,1
5285,75,10-11,40-50,>50K.,1
5286,80-88,10,40-60,<=50K,2
5287,80-88,10,40-60,<=50K.,1
5288,90,10-12,40-50,<=50K,2
5289,90,10-12,40-50,>50K.,2
5290,64,14,50,<=50K,1
5291,64,14,50,>50K,1
5292,64,14,50,>50K.,2
5293,64,16,50,>50K,1
5294,64,16,50,>50K.,3
5295,64,14-15,60-65,<=50K,2
5296,64,14-15,60-65,>50K.,3
5297,64,16,60-80,>50K,5
5298,67,14,60-99,<=50K,1
5299,67,14,60-99,>50K,2
5300,67,14,60-99,>50K.,1
5301,67-68,15-16,60-70,<=50K,1
5302,67-68,15-16,60-70,>50K,1
5303,67-68,15-16,60-70,>50K.,2
5304,71-72,13,40,<=50K.,2
5305,71-72,13,40,>50K.,1
5306,73,13,40,<=50K.,1
5307,73,13,40,>50K,1
5308,73,13,40,>50K.,1
5309,71,14,40,<=50K,1
5310,71,14,40,>50K,2
5311,72-75,15-16,40,<=50K,4
5312,72-75,15-16,40,>50K,1
5313,71-73,13,50-75,<=50K,1
5314,71-73,13,50-75,>50K,2
5315,71-73,13,50-75,>50K.,1
5316,71-75,14-15,50-70,<=50K,2
5317,71-75,14-15,50-70,<=50K.,1
5318,71-75,14-15,50-70,>50K,3
5319,71-75,14-15,50-70,>50K.,1
5320,78-79,14-16,40,<=50K,2
5321,78-79,14-16,40,>50K,1
5322,80-81,14-15,45-60,<=50K,1
5323,80-81,14-15,45-60,>50K.,2
5324,86-90,14,40,<=50K,2
5325,86-90,14,40,>50K,1
5326,88-90,15,40-45,<=50K,2
5327,88-90,15,40-45,>50K.,1
5328,90,14-15,50-60,<=50K.,1
5329,90,14-15,50-60,>50K,2
5330,84-90,14-15,66-99,<=50K,1
5331,84-90,14-15,66-99,<=50K.,1
5332,84-90,14-15,66-99,>50K,1
